pk,Parameter Source Pipeline,Detection Pipeline(s),TIC,Full TOI ID,TOI Disposition,TIC Right Ascension,TIC Declination,TIC Right Ascension 2015.5,TIC Declination 2015.5,TMag Value,TMag Uncertainty,Orbital Epoch Value,Epoch Uncertainty,Orbital Period (days) Value,Orbital Period Uncertainty,Transit Duration (hours) Value,Transit Duration (hours) Uncertainty,Transit Depth Value,Transit Depth Uncertainty,Sectors,Public Comment,Surface Gravity Value,Surface Gravity Uncertainty,Planet Number,Star Radius Value,Star Radius Uncertainty,Planet Radius Value,Planet Radius Uncertainty,Planet Equilibrium Temperature (K) Value,Effective Temperature Value,Effective Temperature Uncertainty,Effective Stellar Flux Value,Signal-to-noise,Centroid Offset,Master,SG1a,SG1b,SG2,SG3,SG4,SG5,Alerted,Updated
162739,qlp-s18-ffi,QLP,285666479,1569.01,PC,43.6106754,52.0710475,43.610650264,52.0710297601,10.424,0.012,1791.98363,0.00513,1.71614,0.00072,2.038,0.285,681.449,2.11556,[18],,3.28,0.09,1,4.92,0.17,14.1349,0.928386,1550.0,5511.5,96.2,958.34,13.0,False,3,4,3,3,4,4,4,2019-12-19 20:58:21+00:00,2019-12-19 20:58:21+00:00
202882,qlp-s39-tois,FAINT,311565540,3316.01,PC,260.7070358,-73.4348013,260.706965446,-73.4348853763,13.445,0.006,2385.0885298,0.0027549,4.0668012,1.85e-05,2.373,0.296,10210.0,10.7271,"[12, 13, 39]",found in faint-star QLP search,4.47,,1,0.98,,10.2315,,1129.0,5789.0,122.0,270.456,17.0,False,3,4,3,3,4,4,4,2021-06-04 14:05:41.663386+00:00,2024-08-22 15:41:09.420339+00:00
262259,qlp-s58-ffi,QLP,384984325,6109.02,PC,50.1317627,42.6070804,50.1319205905,42.6069564151,10.362,0.011,2900.8195013,0.0023521,5.6952223,0.0005344,1.107,0.462,1470.0,276.305,"[18, 58]",potential multi; variable star,4.49,0.09,2,0.95,0.06,3.92346,0.46155,700.0,5416.1,162.8,39.9451,13.0,False,2,4,1,1,4,4,4,2023-07-20 23:26:55.507728+00:00,2023-07-20 17:28:45.990000+00:00
46568,spoc-s02,SPOC,120585579,242.01,EB,4.451491,-38.110851,4.45142278774,-38.1108550503,12.452,0.018,1357.778211,0.000677,6.340315,0.000367,4.249306,0.056679,25410.703288,265.38632,[2],The detected secondary could have a wrong; depth estimation because of the low points near 1380. ,4.28983,0.0,1,1.2666,1.2666,20.517917,20.518948,1141.1166258669848,6083.0,192.0,400.7201061906631,95.53354,False,5,5,5,5,5,5,5,2018-11-29 21:52:42+00:00,2022-10-20 16:14:13.737000+00:00
188460,qlp-s30-ffi,QLP,65347776,2418.01,EB,39.7250715,-27.324162,39.7252586627,-27.3242265043,10.917,0.006,2133.37121,0.00459,25.86696,0.00025,4.923,0.694,2240.0,1231.62,"[3, 4, 30]",Only two transits; one Y1 one Y3. 25.867 days is one of at least 27 possible period aliases; retired as TFOP FP/NEB,4.56,0.08,1,0.8,0.05,7.41184,3.1277,883.0,5095.0,120.3,100.989,11.0,False,5,5,5,5,5,5,5,2020-11-25 22:47:02.060808+00:00,2024-09-17 14:35:13.410000+00:00
60617,spoc-s01-s39-b0A-PC,SPOC,281979481,274.01,EB,130.504849,-75.801512,130.505378707,-75.8018685772,10.443,0.018,2362.1572407670155,0.0020349107,0.5417947272272686,5.064377e-06,1.1716379465651348,0.07248259,537.9244901774216,58.928013,"[3, 10, 11, 12, 13, 33, 37, 38, 39]",TFOP FP; retired as NEB. Centroid offset onto another star a pixel away. V-shaped. Offset also apparent in SPOC multisector and s38. ,4.54631,0.289574,1,0.8072980046272278,0.0471181,2.873873341118768,1.4076043,1836.853757873116,5181.0,182.0,2690.4153123790443,24.296259,False,5,5,5,5,5,5,5,2018-11-30 22:06:25+00:00,2026-02-25 18:41:10+00:00
208829,qlp-s25-faintsearch,FAINT,284305328,4019.01,PC,9.1708733,65.9374947,9.17084463465,65.9374860761,12.697,0.006,2883.460104330258,0.0024420777,2.2963814,2.19e-05,2.649,0.248,7950.0,263.685,"[17, 18, 24, 25, 58]",V-shaped; found in faint-star QLP search; Gaia DR2 Rstar ~2.04 slightly larger than TIC value;  nearby TIC 284305330 (delta Tmag 3.2  separation 4.52''),4.04,,1,1.87,0.52,20.9239,6.70331,2361.0,6620.0,1539.9,5163.1,49.0,False,3,4,3,3,4,4,4,2021-06-23 15:25:57.332218+00:00,2024-08-22 15:41:09.420339+00:00
48266,qlp-s32-tois,QLP,259389219,915.01,EB,68.8038392,-51.3965537,68.8037711424,-51.3965622829,11.249,0.006,2199.8655776,0.0010627,2.3250156,5.7e-06,1.775,0.405,1130.0,19.3113,"[3, 4, 5, 30, 31, 32]",retired as TFOP FP/NEB,3.83,0.08,1,2.05,0.1,10.7275,1.12022,1882.0,5753.0,127.6,2083.06,18.0,False,5,5,5,5,5,5,5,2019-07-23 18:22:48+00:00,2024-09-08 21:02:32.513000+00:00
52264,qlp-tois-update,QLP,385624852,1041.01,EB,138.4023586,-55.1979711,138.402251573,-55.1979097039,8.097999999999999,0.006,2261.8012163340527,0.0004000633,8.30792,0.00037,3.228,0.089,8350.0,160.238,"[9, 10, 35, 36]",TFOP FP; retired as EB,3.83,0.07,1,3.05,0.09,43.1068,4.42399,1924.0,9081.0,173.2,2276.25,137.0,False,5,5,5,5,5,5,5,2019-07-24 18:44:12+00:00,2021-04-28 18:36:29.375000+00:00
206367,qlp-s39-tois,FAINT,403507814,3475.01,PC,230.9091578,-76.8957258,230.909080182,-76.8957436337,12.259,0.006,2383.8426001,0.0006338,2.7812908,3.6e-06,3.208,0.125,11930.0,2.09485,"[12, 39]",found in faint-star QLP search,4.26,0.08,1,1.63,0.06,18.2165,0.770351,1998.0,7560.0,140.3,2647.01,78.0,False,3,4,3,3,4,4,4,2021-06-16 23:32:20.726647+00:00,2024-08-22 15:41:09.420339+00:00
235599,qlp-s60-ffi,QLP,172033454,6065.01,PC,97.6191592,31.8807366,97.6192236909,31.8805560625,9.453,0.006,2948.6913203,0.0090109,8.2065998,0.0002007,3.785,1.905,417.0,825.21,"[20, 43, 44, 45, 60]",slight depth-aperture correlation; possible centroid offset towards bright star to ESE; potential L1 candidate based off Rp uncertainty ,4.21,0.08,1,1.38,0.07,4.6173,2.06349,2135.0,6061.0,136.5,3451.52,10.0,False,3,4,3,3,4,4,4,2023-02-23 20:49:47.053448+00:00,2023-02-23 15:32:16.706000+00:00
162017,qlp-s56-ffi,QLP,314338017,1524.01,EB,319.1449944,58.772829599999994,319.144977769,58.7728089207,9.133,0.033,2837.0250752,0.0114498,10.9554897,0.0001421,6.772,2.42,370.0,660.223,"[15, 16, 17, 56]",Some odd-even; retired as TFOP FP,,,1,6.79,,22.7316,,3316.0,8522.0,122.0,20081.6,13.0,False,5,5,5,5,5,5,5,2019-12-05 21:41:10+00:00,2022-11-07 14:41:45.066000+00:00
148748,qlp-s74-ffi,QLP,199688472,1292.01,EB,253.1403043,57.9740047,253.14033046,57.9741503305,9.846,0.006,3351.1423328,0.0018086,1.4412175,4.6e-06,1.666,0.134,12927.0,423.876,"[14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 25, 26, 40, 41, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 73, 74]",odd-even indicates likely FP; TFOP FP,4.13,0.08,1,1.46,0.08,17.0442,0.982769,1626.0,5672.9,168.9,1160.55,586.0,False,5,5,5,5,5,5,5,2019-10-17 00:30:12+00:00,2024-03-03 18:43:44.774000+00:00
167758,qlp-s48-tois,QLP,29191596,1792.01,PC,151.7207939,45.8835396,151.720028576,45.883328327,8.676,0.006,2629.3865157,0.0151979,8.8164887,0.0002842,3.895,0.969,170.0,1.80002,"[21, 48]",multiple stars in target pixel; potential centroid offset; low SNR,4.43,0.07,1,0.99,0.05,1.28915,0.158338,973.0,5502.5,112.2,149.167,6.0,False,2,4,2,2,4,4,4,2020-03-12 15:27:12.836000+00:00,2022-07-08 13:20:46.313000+00:00
48671,qlp-s32-tois,QLP,146467675,955.01,EB,76.08191049999999,-20.7312658,76.081839113,-20.7313410483,9.705,0.006,2199.7058487,0.0011718,1.6375303,4.6e-06,1.606,0.228,770.0,0.968713,"[5, 32]",possibly an EB. May be on 146467673. Retired as TFOP FP,3.99,0.07,1,1.72,0.08,5.03673,0.289912,1526.0,5888.8,108.6,900.876,24.0,False,5,5,5,5,5,5,5,2019-07-24 14:30:01+00:00,2024-09-06 20:03:54.394000+00:00
149721,qlp-tois-update,QLP,256886630,1323.01,EB,329.3850204,41.4495095,329.3850665,41.4495093756,8.266,0.006,1713.20059,0.00597,2.03905,0.00116,2.26,0.948,430.0,10.5726,"[15, 16]",TFOP FP; retired as NEB,3.94,0.07,1,2.68,0.07,6.42307,0.974662,3550.0,9003.0,188.7,26394.8,11.0,False,5,5,5,5,5,5,5,2019-10-17 00:30:12+00:00,2020-05-20 19:58:59.265000+00:00
234591,qlp-s38-faintsearch,FAINT,359403471,4929.01,PC,201.4225257,-56.0072162,201.422241325,-56.0073189565,13.405,0.007,2358.085914,0.0050337,2.5547255,2.6e-05,2.953,0.371,5580.0,2159.01,"[11, 38]",found in faint-star QLP search,,,1,0.99,0.06,13.5829,5.10741,1887.0,4956.0,143.0,2108.75,10.0,False,3,4,3,3,4,4,4,2021-12-21 22:37:57.626187+00:00,2024-08-22 15:41:09.420339+00:00
176158,qlp-s26-ffi,QLP,258402425,2156.01,EB,274.4165927,23.9177533,274.416665554,23.917678765,9.874,0.006,2011.05035,0.00358,0.67554,0.00016,0.922,0.174,680.0,468.16,[26],Likely EB; evolved star; a/Rs under 2; artifact TIC 158367929 close by; offset near TIC 258402422; TFOP FP; retired as NEB,,,1,2.74,,15.6973,,2591.0,4872.0,122.0,7493.17,11.0,False,5,5,5,5,5,5,5,2020-08-10 17:26:48.991660+00:00,2021-01-11 20:10:14.185000+00:00
258360,spoc-s14-s55-b02,SPOC,160223936,6085.01,PC,261.279391933948,85.115516365893,261.281796134,85.1155182342,8.7475,0.006,1691.848481347358,0.011074305,,,14.123055834829806,0.7457269,317.9766457910193,39.83699,"[14, 19, 20, 25, 26, 40, 47, 52, 53]",single transit at ~1691.8 TBJD,4.62161,0.0861041,1,0.750715970993042,0.0447739,1.4099651273817326,0.28082705,148.73117020625708,5106.0,123.642,0.1156455648072286,7.2045913,False,3,4,3,3,4,4,4,2023-03-02 20:05:25.980993+00:00,2023-03-02 15:02:44.356000+00:00
169998,qlp-s49-tois,SPOC,180695581,1807.01,CP,201.283316098937,38.9224850134538,201.282625918,38.922367141,9.0363,0.006,2664.0705467,0.0015863,0.54937,1.5e-06,0.883,0.242,370.0,1.62646,"[22, 23, 49]",TOI-1807 b,4.56172,0.0838448,1,0.74,0.05,1.53904,0.139876,1706.0,4612.99,99.6652,1407.22,17.0,False,5,5,5,5,5,5,5,2020-04-15 12:38:54.682000+00:00,2022-07-19 16:56:10.456000+00:00
201672,qlp-s37-tois,FAINT,290302097,2902.01,EB,136.3360469,-62.9668793,136.335931561,-62.9667809414,12.786,0.006,3042.800347097132,0.004882616,2.9918201,1.3e-05,2.231,0.278,3410.0,4.05169,"[9, 10, 11, 35, 36, 37, 62, 63, 64]",found in faint-star QLP search; retired as TFOP FP/NEB,4.5,0.08,1,0.89,0.05,5.2899,0.357764,1175.0,5301.0,126.4,317.354,21.0,False,5,5,5,5,5,5,5,2021-06-04 01:29:23.172139+00:00,2024-08-22 15:41:09.420339+00:00
256811,spoc-s56-b02,SPOC,431701493,5970.01,KP,348.99291895768,31.4628596466942,348.993045705,31.462750848,11.5189,0.0061,3561.869566928298,0.00025174298,3.092743213581997,5.7325888e-05,2.2215324330161916,0.017393913,28695.10121590075,199.38875,"[56, 83]",WASP-10 b,4.56492,0.0886398,1,0.75034099817276,0.0524523,12.655670815921166,0.8900727,926.354436489994,4713.98,115.719,174.0322539164416,153.21634,False,5,5,5,5,5,5,5,2022-11-16 01:06:43.772132+00:00,2025-08-29 22:26:24.600000+00:00
133680,qlp-s29-tois,QLP,201233610,290.01,EB,359.5164932,-49.300827,359.516588122,-49.3008384286,12.953,0.006,2097.43463,0.00158,21.05271,8e-05,4.91,0.252,21440.0,1781.32,"[2, 28, 29]",retired as EB due to size,3.97,0.08,1,1.73,0.09,36.6999,8.26001,835.0,5736.0,134.5,80.9224,51.0,False,5,5,5,5,5,5,5,2018-10-03 02:14:37+00:00,2025-06-03 22:51:23.300000+00:00
185623,spoc-s01-s65-b0A-PC,QLP,382625239,2388.01,PC,118.388409,-63.769802,118.388357,-63.769812,8.115,0.023,1355.2677848645285,0.0022826318,1.3442724445988306,1.2300932e-05,4.677734735925479,0.24366857,44.3806696145612,5.220655,"[2, 3, 4, 5, 27, 28, 29, 30, 31, 32, 33, 34, 35, 37, 38, 39, 61, 62, 63, 64, 65]",multiple star system; no gaia information; likely SV based on sinusoidal shape in spoc-s1-s65 and multiple signals found at similar period,,,1,,,,,1651.5041045739913,,,1758.0840398259102,10.3266945,False,3,4,3,3,4,4,4,2020-11-06 19:50:47.059178+00:00,2024-03-27 17:23:10.323000+00:00
212545,spoc-s01-s36-b02-L1,SPOC,237332812,4352.01,PC,346.832746168461,-60.0849870776093,346.832823461,-60.0849721795,9.3391,0.006,1333.4561661917692,0.0047345585,11.891863255983353,0.00015309542,4.782479979436878,0.60536265,362.6899451994812,45.198753,"[1, 28]",low MES; may be variability,4.57288,0.0813071,1,0.834551990032196,0.0432865,1.6923029875024036,0.6221302,695.1290313851889,5461.0,122.168,55.18012866832018,7.322253,False,2,4,2,2,4,4,4,2021-07-28 19:58:07.657974+00:00,2021-07-28 15:56:49.400000+00:00
7712208,qlp-s90-faintsearch,FAINT,93532796,7757.01,PC,175.551340387,-49.8569558295,175.551258955,-49.8569391564,13.2463,0.006,3773.637339170301,0.0021919488799749,0.8258114047742997,1.790606970339889e-06,1.1749003896190118,0.4256814716710588,3331.2964431627984,321.52878025086653,"[10, 37, 64, 90]",found in faint-star QLP search,4.08458,,1,1.58983,,11.611466102500582,1.6971358092809212,2788.9566556423915,6046.0,122.0,10043.717760234713,34.18664061382436,False,3,4,3,3,4,4,4,2026-06-04 21:11:48.405688+00:00,2026-06-03 23:52:08.600000+00:00
176417,spoc-s14s19-b02-reprocessed-new,SPOC,154568734,2436.01,PC,191.298809647465,72.1231734899199,191.297898626,72.1230843464,8.55595,0.0062,1722.393707,0.005463425,,,8.730268945124394,0.7770518,367.8233419278844,34.02031,"[14, 15, 21, 40, 41, 47, 48]",single transit at ~1722 TBJD,4.34633,0.083556,1,1.2336,0.0573241,2.4101533136327187,0.91962475,656.5558319843589,6291.0,130.715,43.91447097474822,10.636549,False,2,4,2,2,4,4,4,2020-12-22 23:48:42.963063+00:00,2022-11-15 15:38:58.945000+00:00
206817,qlp-s15-faintsearch,FAINT,27844066,3536.01,PC,296.414376,51.1619982,296.414319259,51.1619727731,12.53,0.006,1732.8210526,0.0015932,1.8532983,9.98e-05,1.197,0.21,10790.0,19.5896,"[14, 15]",V-shaped; found in faint-star QLP search,,,1,,,,,1304.0,6292.8,284.0,480.295,18.0,False,3,4,3,3,4,4,4,2021-06-23 15:11:39.421301+00:00,2024-08-22 15:41:09.420339+00:00
150015,spoc-s01-s69-b0A-PC,QLP,318608749,1100.01,EB,9.1261464,-83.5670717,9.12613759214,-83.5670666577,10.514,0.006,2044.494531373724,0.0028614653,20.07315877421397,8.605101e-05,3.844921461649166,0.5039405,1152.9645460819158,68.35146,"[1, 13, 27, 39, 66, 67]",centroid offset towards TIC 318608752 in spoc s1-s39 multisector,4.37,0.08,1,1.1484899520874023,0.0522613,4.050690641397625,1.0627592,736.136829287612,6033.0,129.5,69.3993154619202,15.712561,False,5,5,5,5,5,5,5,2019-08-15 15:39:13+00:00,2024-10-17 15:54:53.375000+00:00
50259,qlp-s68-ffi,QLP,309787037,1046.01,EB,126.419482,-60.9074712,126.419468428,-60.9075141355,10.012,0.006,3177.8671947,0.0011229,1.3042553,2e-06,1.706,0.213,914.0,628.954,"[8, 9, 10, 35, 36, 37, 61, 62, 63, 64, 68]",TFOP FP; retired as NEB/SB2,4.11,0.08,1,1.75,0.07,9.36472,1.30647,3569.0,6762.0,130.2,26944.7,42.0,False,5,5,5,5,5,5,5,2019-07-24 18:44:12+00:00,2024-09-18 19:43:06.731000+00:00
174351,qlp-s24-ffi,QLP,445254275,2029.01,PC,12.2161244,59.3867259,12.2161484498,59.386717782,10.941,0.016,1767.19721,0.0042,2.57134,8e-05,3.824,0.911,920.0,2.66768,[24],potential centroid offset; some depth-aperture correlation; large star,3.54,0.08,1,3.56,0.17,10.7406,0.826123,2382.0,7125.0,162.4,5344.87,17.0,False,3,4,3,3,4,4,4,2020-06-19 07:20:03.224680+00:00,2020-06-19 07:20:03.224680+00:00
208569,qlp-s24-faintsearch,FAINT,20303110,3983.01,PC,228.832744,40.267085,228.83295,40.266956,11.208,0.018,1975.507347,0.0007941,3.8961515,0.0001082,1.742,0.257,8620.0,5.13169,"[23, 24]",V-shaped; found in faint-star QLP search,,,1,0.87,0.05,8.40446,0.509456,979.0,5477.2,22.6,152.54,64.0,False,3,4,3,3,4,4,4,2021-06-23 15:24:20.697074+00:00,2024-08-22 15:41:09.420339+00:00
176367,qlp-s26-ffi,QLP,76197937,2172.01,PC,273.7027603,37.630111,273.702683095,37.6299953709,10.864,0.006,2011.82925,0.00567,1.78252,0.00074,2.729,0.692,1920.0,33.4617,[26],Likely EB; evolved star; asymmetric transit; a/Rs under 2,,,1,3.7,,18.6528,,2275.0,5085.0,122.0,4451.36,12.0,False,3,4,3,3,4,4,4,2020-08-10 17:26:49.770480+00:00,2020-08-10 17:26:49.770480+00:00
175068,spoc-s14-s60-b0H,SPOC,388505345,6246.01,PC,356.6218953,81.37806,356.621626151,81.3780607983,7.708,0.006,2723.3764771998117,0.0025392678,6.778640333728712,0.00012289383,1.8963943004724475,0.11751578,1146.365364077902,130.88066,"[52, 53, 58, 59]",pulsating and bright host; potential secondary at ~0.63 phase; possibly v-shaped,3.86,0.08,1,2.594399929046631,0.0780352,13.814715755862178,14.720568,1865.9861387648357,7665.0,187.3,2865.1981034980904,11.1778145,False,3,4,3,3,4,4,4,2023-04-03 20:52:04.306964+00:00,2023-04-03 16:32:35.315000+00:00
291095,qlp-s69-faintsearch,FAINT,434100688,6849.01,EB,352.9491412,-17.448393,352.949173915,-17.4484580713,9.931,0.008,1371.510523,1.01e-05,1825.048364,1e-06,3.62,0.017,2576.0,92.5051,"[2, 69]",found in faint-star QLP search; duo-transit; period likely shorter than maximum period of ~1825 d; retired as TFOP FP/EB,3.89,0.09,1,2.09,0.1,12.7111,0.640568,103.0,6290.0,129.0,0.0187275,13.0,False,5,5,5,5,5,5,5,2023-12-12 20:13:34.270846+00:00,2024-09-17 14:38:58.489000+00:00
48453,qlp-tois-update,QLP,188989177,433.01,EB,78.7784062,-15.100455800000002,78.7783961979,-15.1004635061,9.141,0.008,1438.29916,0.00045,1.17409,4e-05,1.7009999999999998,0.047,3680.0,704.605,[5],secondary eclipse; two stars in the same pixel; depth is 3.6 ppt; TFOP FP,3.61,0.07,1,3.67,0.13,49.6799,10.8637,3798.0,8242.0,134.5,34547.8,101.0,False,5,5,5,5,5,5,5,2019-02-08 16:19:52+00:00,2022-07-11 15:16:07.850000+00:00
50880,spoc-s36-b0A,SPOC/QLP,102195674,668.01,EB,154.191863,-42.559033,154.191740877,-42.5590712201,11.303,0.018,2283.065609411116,0.00054231315,4.378730231183679,0.00018216146,3.8275040128083977,0.03273729,30199.2684096967,340.06842,"[9, 36]",TFOP APC/SB1; retired as EB,4.37691,0.403057,1,1.2260600328445437,0.0565628,21.69624096913956,1.0139132,1285.000945519444,6159.0,194.0,644.3692253736211,89.1589,False,5,5,5,5,5,5,5,2019-05-07 15:39:33+00:00,2021-05-20 13:38:17.543000+00:00
158022,spoc-s14-s60-b0A-PC,QLP,335483600,1480.01,EB,332.61364080000004,63.55056170000001,332.613639052,63.5505501763,8.751,0.025,2855.7113665014085,0.00033756802,3.3540529720997148,3.421922e-05,1.8984151233621207,0.019461263,6389.171279564459,81.01188,"[16, 17, 57, 58]",highly variable star; no stellar radius; system is published EB (https://ui.adsabs.harvard.edu/abs/2021yCat..36520120I/abstract); retired as TFOP FP/EB,,,1,,,,0.0,2652.2635415320456,8181.0,188.8,11694.662786159575,65.08279,False,5,5,5,5,5,5,5,2019-12-05 21:41:09+00:00,2023-08-02 17:42:41.968000+00:00
149986,qlp-s82-ffi,QLP,138361973,1166.01,EB,293.7649964,37.5389308,293.764981394,37.5385896913,9.76,0.006,3556.1031964,0.0009773,1.8824539,4.3e-06,2.46,0.429,1391.0,1435.13,"[14, 40, 41, 54, 55, 74, 75, 81, 82]",retired as TFOP FP/NEB,4.39,0.08,1,1.13,0.05,8.29008,1.38023,3091.0,5900.4,71.9,15173.2,64.0,False,5,5,5,5,5,5,5,2019-09-03 15:31:12+00:00,2024-10-07 13:49:36.036000+00:00
207075,qlp-s16-faintsearch,FAINT,407905370,3573.01,PC,336.9986145,38.2859899,336.998619423,38.2859495496,11.438,0.007,1747.7922292,0.0020602,9.8170028,0.000614,3.341,1.099,6510.0,24.1325,[16],found in faint-star QLP search,4.13,0.08,1,1.49,0.07,12.7271,1.00248,1043.0,5994.3,116.9,196.707,24.0,False,3,4,3,3,4,4,4,2021-06-23 15:13:14.868296+00:00,2024-08-22 15:41:09.420339+00:00
166270,qlp-s60-ffi,SPOC,318022259,1730.01,PC,107.866428753493,48.3303892640576,107.86582598,48.3279327224,10.3595,0.00741359,2952.6352714,0.0024431,6.2262315,2.77e-05,2.239,0.772,1488.0,1544.12,"[20, 47, 60]",potential multi,4.70931,0.00914374,1,0.53,0.02,2.75524,0.963981,910.0,3691.0,157.0,114.271,16.0,False,2,4,1,1,4,4,4,2020-02-19 23:47:13.801298+00:00,2023-02-27 10:12:42.584000+00:00
206054,qlp-s90-ffi,SPOC,459850897,3503.01,EB,163.714588655504,-58.5692782917568,163.714472106,-58.569284539,10.2726,0.0061,3772.76610489876,0.0014122395344564,1.1882681205393175,2.0081910764675947e-06,1.959325089967889,0.3900208415063424,2800.5248691545107,129.98471933446527,"[10, 37, 63, 64, 90]",10+ sigma odd-even in spoc-s01-s65; star is a pulsator; retired as TFOP FP/EB,4.25145,0.0732307,1,1.7878899574279783,0.0550854,11.263304441929735,1.76036814363768,5265.18345071461,8405.0,154.635,127210.11361842432,127.19129733848838,False,5,5,5,5,5,5,5,2021-06-21 18:48:12.518405+00:00,2025-12-11 21:34:42.800000+00:00
7596127,qlp-s90-faintsearch,FAINT,23326828,7752.01,PC,167.435383303,-32.0161711515,167.435238016,-32.016154884,10.3123,0.006,3773.792472161729,0.002397255912375,7.093934727179008,1.694039488237992e-05,3.7212998920109337,1.1474760045904993,970.1113810385834,55.9896809162254,"[9, 36, 63, 90]",found in faint-star QLP search,4.26292,0.0887178,1,1.44756,0.0637588,4.46430240601316,0.4624089775594134,1933.6215097444008,6657.0,131.339,2320.669610755478,41.20522568232561,False,3,4,3,3,4,4,4,2026-06-04 21:11:48.259173+00:00,2026-06-03 22:07:29.900000+00:00
202958,qlp-s39-tois,FAINT,451538240,3297.01,PC,264.8253296,-87.2994004,264.825476133,-87.2994447951,13.02,0.006,2382.0280298,0.001564,3.9349141,1.18e-05,4.189,0.135,7660.0,2.04432,"[12, 13, 39]",found in faint-star QLP search,4.1,,1,1.61,,14.3155,,1586.0,6200.0,122.0,1051.8,34.0,False,3,4,3,3,4,4,4,2021-06-04 14:05:38.977728+00:00,2024-08-22 15:41:09.420339+00:00
149979,qlp-s82-ffi,QLP,169177766,1177.01,EB,297.3000296,41.3268399,297.30004001,41.3268438856,10.162,0.006,3556.6722433,0.00136,1.692892,3.2e-06,2.886,0.525,1418.0,997.895,"[14, 15, 54, 55, 74, 75, 81, 82]",Could be on neighbor; retired as TFOP FP/NEB,4.21,,1,2.1,,11.2371,,5800.0,9121.5,227.1,187927.0,51.0,False,5,5,5,5,5,5,5,2019-09-03 15:31:11+00:00,2024-10-10 13:06:03.604000+00:00
47971,qlp-tois-update,QLP,300599466,925.01,EB,113.04762990000002,-68.01229190000001,113.047662171,-68.0122891295,11.338,0.006,1331.86537,0.0022199999999999,13.17741,0.00018,2.75,0.527,1750.0,3.12692,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 11, 12, 13]",TFOP NEB; giant star,,,1,10.05,,49.318000000000005,0.0,717.0,5027.7,74.0,44.0738,32.0,False,5,5,5,5,5,5,5,2019-07-23 18:22:48+00:00,2022-07-11 15:18:40.972000+00:00
193557,spoc-s95-b0A,FAINT,262829328,2627.01,PC,349.3810256,-54.27006,349.381112905,-54.2700629513,13.47,0.006,3882.402484440347,0.0009076793,1.0649771,2.2e-06,1.5097493780205566,0.051657397,16307.5548796493,504.3931,"[1, 28, 68, 95]",found in faint-star QLP search,4.45,,1,0.97,,13.69875484328404,0.3387164,1661.9456627983895,5427.0,122.0,1802.9690994341713,37.9661,False,3,4,3,3,4,4,4,2021-04-12 21:05:08.739013+00:00,2026-02-24 20:01:16.700000+00:00
44044,spoc-s01-s69-b0A-PC,SPOC,425934411,142.01,PC,4.60579,-62.847886,4.60585951802,-62.8478752033,14.672,0.018,1325.4859006936745,0.00031706883,0.8533534003702584,2.794214e-06,1.201873683722817,0.050757922,25080.32906949693,1052.1915,"[1, 2, 28, 29, 68, 69]",V-shaped; slight odd-even depending on detrending,4.438,0.0,1,0.6080759763717651,0.0190377,12.600718026243362,4.5996604,1026.2131049832117,3658.0,162.0,262.102538592811,37.0026,False,3,4,3,3,4,4,4,2018-11-14 15:06:55+00:00,2024-04-24 15:20:48.488000+00:00
