pk,Parameter Source Pipeline,Detection Pipeline(s),TIC,Full TOI ID,TOI Disposition,TIC Right Ascension,TIC Declination,TIC Right Ascension 2015.5,TIC Declination 2015.5,TMag Value,TMag Uncertainty,Orbital Epoch Value,Epoch Uncertainty,Orbital Period (days) Value,Orbital Period Uncertainty,Transit Duration (hours) Value,Transit Duration (hours) Uncertainty,Transit Depth Value,Transit Depth Uncertainty,Sectors,Public Comment,Surface Gravity Value,Surface Gravity Uncertainty,Planet Number,Star Radius Value,Star Radius Uncertainty,Planet Radius Value,Planet Radius Uncertainty,Planet Equilibrium Temperature (K) Value,Effective Temperature Value,Effective Temperature Uncertainty,Effective Stellar Flux Value,Signal-to-noise,Centroid Offset,Master,SG1a,SG1b,SG2,SG3,SG4,SG5,Alerted,Updated
48407,qlp-s32-ffi,SPOC/QLP,143350972,440.01,EB,82.246364,-17.429212,82.2459861347,-17.4295644154,7.652,0.018,2199.6284195,0.0015967,1.0833805,2.8e-06,2.002,0.157,310.0,0.168749,"[5, 6, 32]",Retired as NEB.,4.45,0.01,1,1.01,0.06,1.73239,0.107355,2042.0,5759.2,38.2,2886.95,33.0,False,5,5,5,5,5,5,5,2019-01-31 16:53:30+00:00,2021-12-07 17:15:57.311000+00:00
7712068,qlp-s91-faintsearch,FAINT,347866089,7778.01,PC,214.87219669,-16.5302196927,214.872160836,-16.5302730855,14.346,0.00780296,3802.377342113451,0.0013705755074271,0.6964039764260391,7.714422980353829e-05,1.1354617912184637,0.3294378722810663,28716.044637657997,1987.975993901413,[91],found in faint-star QLP search,4.58907,0.0137979,1,0.675404,0.0218179,11.380468529925514,1.7227793035949144,1555.7320076412316,3594.0,157.0,972.4484510906298,38.388329091199495,False,3,4,3,3,4,4,4,2026-06-04 21:15:28.744895+00:00,2026-06-03 22:27:17+00:00
202564,qlp-s38-tois,FAINT,392112968,3174.01,EB,174.2872602,-67.5193333,174.287225067,-67.5193357905,13.278,0.007,3041.5928174303235,0.0070827357,1.1960086,7.8e-06,2.35,0.378,11770.0,23.3145,"[10, 11, 37, 38, 64, 65]",found in faint-star QLP search; v-shaped; possible centroid offset to SE; retired as TFOP FP/NEB,4.26,,1,1.55,,15.4837,,2578.0,7108.0,122.0,7334.0,18.0,False,5,5,5,5,5,5,5,2021-06-04 13:54:20.803803+00:00,2024-08-22 15:41:09.420339+00:00
202648,spoc-s01-s65-b0A-PC,FAINT,466318137,3153.01,EB,165.7320788,-60.1968705,165.732078825,-60.1968705366,11.279,0.01,3014.805439721951,0.0014341604,1.1216021146359985,7.8005876e-05,1.6434889212547497,0.12770045,3599.1066291890324,204.03659,"[10, 11, 63, 64]",found in faint-star QLP search; centroid offset in spoc-s1-s65 multisector centered near TIC 924329774 (Tmag~16.205); TFOP FP/NEB,,,1,,,,,1754.2674951122815,3294.0,38.9,2238.2277056523512,15.500046,False,5,5,5,5,5,5,5,2021-06-04 13:54:17.980970+00:00,2024-01-22 17:11:14.648000+00:00
202486,qlp-s38-tois,FAINT,333511802,3194.01,PC,213.3213254,-60.3307944,213.320899482,-60.3309540492,13.368,0.006,2353.9032385,0.0048168,3.6179419,3.22e-05,4.394,0.959,14890.0,199.185,"[11, 38]",found in faint-star QLP search,4.4,,1,0.87,,11.142,,1460.0,4460.0,122.0,755.42,21.0,False,3,4,3,3,4,4,4,2021-06-04 13:54:23.764662+00:00,2024-08-22 15:41:09.420339+00:00
50325,qlp-s61-ffi,QLP,131979339,586.01,EB,118.913644,-37.8577014,118.913660535,-37.8577128501,8.227,0.006,2986.476263,0.0013302,22.6384642,0.0001137,4.988,0.495,4982.0,2942.82,"[7, 8, 34, 35, 61]",likely too large for insolation,4.05,0.07,1,2.42,0.07,28.0326,4.27381,1399.0,9511.0,179.3,636.099,93.0,False,5,5,5,5,5,5,5,2019-04-13 05:20:07+00:00,2023-05-23 17:04:22.939000+00:00
206865,qlp-s41-tois,FAINT,172754786,3561.01,EB,299.8099984,38.3936866,299.80998175,38.393652825,12.89,0.012,2771.04913757847,0.005140771,4.1273472,2.34e-05,2.74,0.389,18840.0,40.4997,"[14, 15, 41, 54]",found in faint-star QLP search,4.39,0.08,1,1.44,0.05,20.1447,1.21618,1582.0,7795.0,149.9,1041.76,20.0,False,5,5,5,5,5,5,5,2021-06-23 15:11:42.745700+00:00,2024-08-22 15:41:09.420339+00:00
248017,spoc-s14-s50-b02,SPOC,230055368,5720.01,PC,170.315245654581,25.2736880892286,170.313577447,25.2732941769,11.6196,0.00742921,1900.6450285554165,0.0013698924,1.4344602383664715,1.5389136e-05,0.9348877249359968,0.24850394,1028.2187852431532,164.2908,"[22, 49]",low SNR; potential L1 planet,4.85368,0.00119494,1,0.3710300028324127,0.0109547,1.3932190423351676,0.27903435,691.2885072913947,3421.0,157.0,53.97073702382512,7.4162726,False,2,4,2,2,4,4,4,2022-08-18 20:04:09.584763+00:00,2022-08-18 16:00:08.990000+00:00
50215,qlp-s61-ffi,QLP,81429971,598.01,EB,123.1782092,-42.9350064,123.178215563,-42.9350096139,10.136,0.008,2986.0200717,0.0027453,3.0432421,9.6e-06,3.192,0.499,1622.0,58.6932,"[7, 8, 34, 35, 61]",,,,1,3.59,0.16,11.9045,0.642488,2160.0,8000.0,174.4,3620.18,32.0,False,5,5,5,5,5,5,5,2019-04-13 05:20:07+00:00,2024-09-08 20:46:26.491000+00:00
208833,qlp-s58-tois,FAINT,407243316,4018.01,PC,7.2139626,66.4681917,7.21394765473,66.4681891435,13.461,0.006,2905.4138789,0.0030445,3.0755983,1.05e-05,1.617,0.723,6482.0,19020.5,"[17, 18, 24, 25, 58]",found in faint-star QLP search; some ramp-like transits; low SNR,,,1,,,,,1099.0,4355.4,177.7,242.553,10.0,False,3,4,3,3,4,4,4,2021-06-23 15:25:57.195134+00:00,2024-09-06 18:12:45.383000+00:00
47906,qlp-s30-ffi,QLP,206466531,410.01,EB,56.815204,-52.98515,56.815012189,-52.9852074388,9.992,0.018,2139.77204,0.00268,1.42744,1e-05,1.973,0.098,450.0,182.622,"[3, 4, 30]",Retired as FP by TFOP,4.36,0.11,1,1.33,0.05,7.86301,2.00946,3620.0,6000.2,130.8,28512.6,17.0,False,5,5,5,5,5,5,5,2019-01-24 19:35:19+00:00,2021-12-07 14:39:26.613000+00:00
45424,spoc-s01-s69-b0A-PC,QLP,382463648,296.01,PC,353.1048688,-45.909507,353.105143453,-45.9095682571,13.107,0.006,2062.764145924739,0.0034438425,25.25800745587479,9.599717e-05,3.710051853266697,0.3837132,8447.170295601512,465.7662,"[2, 28, 29, 68, 69]",,4.45,,1,0.9460859894752502,0.0,8.702646844885566,1.1970915,561.759411649403,5290.0,122.0,23.53544589970539,14.517789,False,3,4,3,3,4,4,4,2018-12-20 19:43:30+00:00,2024-04-24 19:14:43.169000+00:00
210296,qlp-s64-ffi,QLP,178959058,4332.01,EB,209.6992783,-40.6190556,209.699173417,-40.6190734022,9.783,0.006,3061.8423909,0.0025282,5.4468377,2.16e-05,3.303,0.528,842.0,40.5265,"[11, 38, 64]",possible centroid offset; retired as TFOP FP/NPC with true source as TIC 178959057 which is expected to have Rp~23 Re ,4.15,0.09,1,1.68,0.07,4.39864,0.245629,1396.0,6793.0,129.1,631.423,18.0,False,5,5,5,5,5,5,5,2021-07-28 19:01:30.594345+00:00,2025-08-29 18:16:53.900000+00:00
173331,spoc-s58-b0A,QLP,470127886,2031.01,PC,331.1170527,81.5659401,331.117807682,81.5659509163,10.761,0.036,2886.0463402205305,0.00042562778,5.715607474575727,0.00016925864,4.058479748841112,0.032022387,12240.929881725931,90.70415,"[24, 52, 53, 58]",,4.44,0.09,1,1.184440016746521,0.0492463,13.601565142814362,0.57216483,1207.9176608448622,6664.0,265.1,503.1185453881827,117.25658,False,3,4,3,3,4,4,4,2020-06-19 07:20:03.322387+00:00,2023-02-21 17:21:28.737000+00:00
7523319,qlp-s85-faintsearch,FAINT,252045206,7440.01,PC,353.5714627,56.4436345,353.5714085,56.4434915,13.441,0.006,3621.6255428,0.0031004,34.0796886,0.0002128,4.571,0.329,22876.0,1086.72,"[24, 57, 77, 84, 85]",found in faint-star QLP search,4.66,,1,0.66,,9.39807,,402.0,4517.4,86.2,4.373,21.0,False,3,4,3,3,4,4,4,2025-05-01 20:33:15.584541+00:00,2025-05-01 21:29:40.100000+00:00
234965,qlp-s39-faintsearch,FAINT,68322189,5016.01,PC,236.1595271,-58.128198,236.159175677,-58.1283142325,12.521,0.006,2385.7597121,0.0020694,1.2833689,5.7e-06,2.592,0.141,20090.0,2976.75,"[12, 39]",found in faint-star QLP search; v-shaped; crowded field,4.4,0.08,1,1.01,0.06,23.5753,6.22337,2357.0,5442.0,131.8,5124.73,32.0,False,3,4,3,3,4,4,4,2022-01-06 22:49:43.225179+00:00,2024-08-22 15:41:09.420339+00:00
233441,qlp-s32-faintsearch,FAINT,316875094,4686.01,PC,74.2547276,-15.1034942,74.2547884934,-15.1034798548,13.372,0.009,2190.9577763,0.0023323,7.9461192,4.01e-05,2.339,0.27,8750.0,13.3111,"[5, 32]",found in faint-star QLP search,4.13,,1,1.38,,13.6973,,739.0,5416.0,125.0,49.6833,13.0,False,3,4,3,3,4,4,4,2021-12-21 00:33:53.878144+00:00,2024-08-22 15:41:09.420339+00:00
41420,qlp-s01s02,QLP,139285736,377.01,EB,348.039807,-45.017154,348.039774116,-45.0170931951,11.896,0.018,1326.05107,0.0011,1.55028,5e-05,1.571,0.085,23529.8,2256.7,[2],possible centroid offset; TFOP FP; retired as NPC,,,1,0.87,0.03,14.723,4.58264,1806.0,5039.5,80.5,1769.75,49.0,False,5,5,5,5,5,5,5,2018-12-20 19:43:30+00:00,2021-12-06 18:24:08.937000+00:00
252605,spoc-s14-s55-b0A-KP,SPOC,273874849,5794.01,KP,298.395267883016,47.8150138726218,298.395243661,47.8149864675,13.6414,0.0077,2825.5522593074297,0.00090276625,1.4857147966026063,6.878406e-06,2.32758517417478,0.098921664,21303.59582886427,772.7898,"[41, 54, 56]",Kepler-17 b,4.44616,0.0,1,1.0103399753570557,0.0,14.858544775727584,0.5625642,1595.35273362305,5781.0,85.0,1530.9037435701198,24.90904,False,5,5,5,5,5,5,5,2022-09-22 22:57:13.659825+00:00,2023-03-15 18:48:24.661000+00:00
225856,spoc-s42-b02,SPOC,369480087,4522.01,EB,23.3044232074774,5.6453500827776,23.3042281753,5.64520943108,15.6615,0.00886331,2447.841312114736,0.0004242017,0.3643224790388327,1.555192e-05,0.2120684393556688,0.17750025,38216.78954180594,6318.155,[42],very short Tdur; EPIC 220448185.01; signal source is faint (Tmag 17.6) neighbor TIC 369480086; TOI 4522.01 is retired as TFOP NEB,4.87657,0.00460571,1,0.3473309874534607,0.0138193,6.952739141290867,3.9343698,1086.4738961970106,3473.0,158.0,329.30489556232817,7.353479,False,5,5,5,5,5,5,5,2021-10-21 22:56:07.976672+00:00,2021-10-21 17:14:28.136000+00:00
174424,spoc-s14s26-b0A,SPOC/QLP,188589164,2013.01,CP,239.578324614201,35.4067440085437,239.577567753,35.4081141205,10.2705,0.00733394,1956.3963218053316,0.0013538105,2.616276872363152,0.0001133327,1.1348930228289458,0.39219263,1120.6014184485675,90.019485,"[24, 25]",GJ 3929 b,4.8984,0.00276832,1,0.325635,0.00971841,1.0972867374270183,1.1053865,533.2271642673935,3352.0,157.0,19.10601279532462,14.412579,False,5,5,5,5,5,5,5,2020-06-19 06:00:39.553218+00:00,2024-10-02 16:30:29.777000+00:00
49265,spoc-s07-b01,SPOC,274138511,506.01,EB,116.687019,6.445668,116.687020306,6.44556930455,10.378,0.018,1492.500001,0.003381,2.774207,0.000722,2.393565,0.531679,693.389889,66.471954,[7],Retired as NEB,4.44454,2.00384,1,0.945062,0.945062,2.582442,3.122172,1170.9058394240983,5280.0,183.0,444.2310279994626,9.472691,False,5,5,5,5,5,5,5,2019-03-14 21:38:48+00:00,2021-12-07 20:22:21.973000+00:00
7596009,qlp-s87-faintsearch,FAINT,89014296,7540.01,PC,89.4768327688,12.7709478876,89.4768368309,12.7709001609,12.8711,0.0078,3686.9788007930583,0.0018291534236774,1.4945574227377054,3.143757592363589e-06,1.1899778585459058,0.2510485729869627,3710.392590413818,439.15811058898373,"[6, 33, 43, 44, 45, 71, 72, 87]",found in faint-star QLP search,3.96608,0.0793452,1,1.74748,0.0924422,10.542784488985284,0.7350272517690835,1734.892529693881,5751.0,128.857,1504.546057387994,41.10067871597986,False,3,4,3,3,4,4,4,2025-10-30 21:09:45.596261+00:00,2025-10-30 18:10:45.500000+00:00
148267,spoc-s14-s41-b0A-PC,SPOC/QLP,159510109,1141.01,EB,247.5351912,80.3074791,247.534722321,80.307765574,8.852,0.006,3289.8744079949893,4.148563e-05,16.948708716668467,5.8811236e-07,4.288776684960564,0.0011974856,156467.54796428856,41.571255,"[14, 15, 18, 19, 21, 25, 26, 40, 41, 73]",TOI released on secondary of an EB with primary transit visible in multisector data ,4.37,0.08,1,1.117900013923645,0.0543668,45.22045053493799,2.1992197,758.5937679235896,5894.7,90.3,78.2632869684696,4904.9927,False,5,5,5,5,5,5,5,2019-08-27 16:09:25+00:00,2024-05-16 15:29:35.541000+00:00
48896,qlp-s32-ffi,SPOC/QLP,427352241,485.01,EB,83.623049,-4.414893,83.6229864428,-4.41504352596,9.969,0.018,2198.4378115,0.0009288,1.2667147,2.6e-06,1.712,0.475,1870.0,12.3444,"[6, 32]",2 stars in same pixel; dmag 0.4,4.28965,2.00468,1,1.87,0.08,8.31491,0.803332,2105.0,6084.0,193.0,3265.32,49.0,False,5,5,5,5,5,5,5,2019-02-22 14:51:24+00:00,2021-02-01 19:36:31.629000+00:00
234100,qlp-s35-faintsearch,FAINT,354937825,4821.01,PC,122.4279097,-42.1568067,122.427886094,-42.1568187215,12.776,0.007,2965.3077359398376,0.004975547,5.469359,3.17e-05,2.119,0.293,5940.0,11.0435,"[7, 8, 34, 35, 61]",found in faint-star QLP search,4.23,0.08,1,1.61,0.06,12.6725,0.760956,1137.0,7182.0,135.7,278.238,16.0,False,3,4,3,3,4,4,4,2021-12-21 22:31:41.165106+00:00,2024-08-22 15:41:09.420339+00:00
48422,qlp-s05-b01,SPOC/QLP,169532369,425.01,EB,78.098844,-13.605637,78.0988767149,-13.6056350646,11.523,0.018,1440.31143,0.00126,3.60364,0.00032,3.728,0.47,6281.32,3.09946,[5],retired as SB1,4.17,1.78,1,1.62,0.07,14.1007,0.723462,1931.0,6896.7,160.0,2312.7,68.0,False,5,5,5,5,5,5,5,2019-02-08 16:19:52+00:00,2021-12-07 16:54:51.054000+00:00
48414,qlp-s32-tois,QLP,117979850,428.01,EB,71.81028,-17.24836,71.809927332,-17.2486130226,7.788,0.018,2198.9256523,0.0010028,0.6333315,1.5e-06,0.404,0.149,320.0,4.88666,"[5, 32]",Significant odd-even. TFOP APC/SB2,3.67,0.27,1,2.35,0.12,6.24344,0.649832,1284.0,5713.0,70.2,451.285,19.0,False,3,4,3,3,4,4,4,2019-02-08 16:19:52+00:00,2025-08-15 22:03:57.500000+00:00
257869,qlp-s55-faintsearch,FAINT,106114491,5876.01,PC,301.0806533,32.5015626,301.080672414,32.5016199814,10.637,0.006,2813.8600544,0.0040267,9.7216312,0.000124,3.272,0.681,1830.0,171.689,"[14, 54, 55]",found in faint-star QLP search,4.13,0.09,1,1.7,0.08,7.28362,0.54134,1014.0,6702.0,182.2,176.156,13.0,False,3,4,3,3,4,4,4,2022-11-08 19:58:01.165833+00:00,2024-08-22 15:41:09.420339+00:00
50179,spoc-s33-b0A,QLP,5109298,960.01,EB,107.5981093,-5.432661599999999,107.598090127,-5.43267933774,10.67,0.012,2202.96024073143,0.005883572,1.6187106687918045,0.0006550305,4.739749049750488,0.38189626,1352.1697972868972,122.67115,"[7, 33]",TFOP FP; retired as NEB,4.12,0.07,1,2.22468,0.105417,12.594860181261833,12.417894,3253.5069310171816,9385.0,206.7,26480.607658278368,10.174758,False,5,5,5,5,5,5,5,2019-07-24 15:58:33+00:00,2023-08-10 13:25:16.626000+00:00
254840,spoc-s01-s92-b0A-PC,CTOI,35377903,6693.01,EB,315.422944750639,-10.4081240464835,315.423021139,-10.4082248477,10.3313,0.0078,2797.574710011963,0.000528658,2.993758709116834,3.9118613e-06,4.69618830062327,0.0826537,3142.652292451062,84.81204,"[55, 92]",variable evolved host; possibly synchronized; retired as TFOP FP/SEB1,3.91186,0.0816372,1,1.965399980545044,0.0901207,11.418389921797328,0.6015175,1829.773413768624,6106.0,127.175,2649.1725973114476,40.17792,False,5,5,5,5,5,5,5,2023-10-05 21:54:49.285771+00:00,2025-10-16 17:21:01.800000+00:00
80289,spoc-s01-s65-b0A-PC,QLP,31268146,1948.01,EB,88.0713197,-70.9203019,88.0713146504,-70.9203075409,10.093,0.018,3013.4573819,0.0090229,3.647338315147304,1.498031e-05,4.457284668190451,0.64785343,162.76425770894215,12.695944,"[1, 2, 4, 5, 6, 7, 8, 9, 10, 11, 12, 27, 28, 29, 30, 31, 32, 34, 35, 36, 37, 38, 39, 61, 62, 63, 64, 65]",significant depth aperture correlation in qlp and centroid offset on another star (TIC 726278150) in spoc multi-sector; retired as TFOP FP/NEB,4.24,0.12,1,1.475790023803711,0.073995,1.9083777100388075,2.081486,1470.447248040917,5928.0,161.5,1104.8893752395486,16.040323,False,5,5,5,5,5,5,5,2020-06-17 17:40:43.819361+00:00,2024-02-06 17:31:56.342000+00:00
64720,qlp-s39-tois,SPOC,29831208,124.01,PC,66.582618,-67.806508,66.5826303624,-67.8063538484,11.04,0.018,3042.199512561793,0.0012685372,1.8428078,1.4e-06,1.449,0.149,1950.0,5.35727,"[1, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 27, 28, 29, 30, 31, 33, 34, 35, 36, 37, 38, 39, 62, 63, 64]",TFOP SB1/APC; v-shaped,4.48159,2.00353,1,4.09,,21.2705,,1785.0,5080.0,181.0,1687.83,66.0,False,3,4,3,3,4,4,4,2018-12-04 21:47:32+00:00,2023-10-03 12:28:00.821000+00:00
231870,spoc-s01-s72-b0A-KP,QLP,332022997,5123.01,KP,132.1699019,20.4550836,132.169879514,20.4550162331,11.198,0.006,2501.1451789687476,0.0012315202,3.281029860987102,1.5782227e-05,1.9734854290299,0.3763437,1163.604025679095,86.45212,"[44, 45, 46, 72]",K2-275 b,4.59,0.08,1,0.7353450059890747,0.0434171,2.5044826317750037,1.9360542,908.851749728448,4783.6,103.0,161.2475751358769,11.232783,False,5,5,5,5,5,5,5,2022-02-08 22:06:13.928832+00:00,2024-11-25 14:51:03.756000+00:00
201180,qlp-s07-faintsearch,FAINT,259165246,2831.01,PC,113.5193878,-15.9339999,113.519371773,-15.9339920639,12.078,0.012,2251.1663196,0.0022387,2.6926692,1.03e-05,3.101,0.186,4150.0,2.26816,"[7, 34]",found in faint-star QLP search,4.18,0.08,1,2.11,0.13,13.9087,0.925572,2604.0,9669.0,213.4,7635.55,12.0,False,3,4,3,3,4,4,4,2021-06-04 00:47:26.521798+00:00,2024-08-22 15:41:09.420339+00:00
65191,qlp-s06-ffi,QLP,349373192,650.01,EB,110.261057,-60.155525,110.261043558,-60.1554750866,9.757,0.019,1326.31528,0.00441,0.76983,3e-05,2.774,0.185,160.192,0.191012,"[4, 5, 6]","likely NEB on TIC 349411363 130"" to NE; retired as TFOP FP/NEB",3.92,0.11,1,2.49185,0.0880401,,,4149.0,8658.0,230.9,49237.6,32.0,False,5,5,5,5,5,5,5,2019-03-21 15:42:33+00:00,2023-08-07 11:50:22.449000+00:00
50012,qlp-s88-ffi,QLP,127476180,981.01,EB,117.1133267,-28.2048816,117.113225542,-28.2048280418,10.296,0.006,3715.502404274015,0.0016961945553521,1.6038092756614903,2.365656431967372e-06,2.253,0.518,1190.6782951775792,54.79481983554424,"[7, 61, 88]",centroid offset to W and depth aperture correlation; retired as TFOP NEB,4.25,0.09,1,1.48129,0.0631507,4.669232519397285,0.2470712269554388,2004.2139210818889,6711.0,138.0,2674.6329402857714,61.49459438077969,False,5,5,5,5,5,5,5,2019-07-24 15:58:33+00:00,2025-07-30 16:49:16.800000+00:00
174871,spoc-s52-b0A,QLP,347538174,2108.01,PC,247.4816025,21.4951294,247.481600741,21.4951620161,10.223,0.007,2719.3801977255357,0.0014984129,6.801962463224864,0.00078532216,2.9121651120830387,0.11539279,15465.637416319809,493.90906,"[25, 52]",very large PC; v-shaped; TFOP SB1,4.22,0.09,1,1.4226800203323364,0.0666332,29.31488323895424,28.43558,1207.2104771242484,6300.0,133.3,501.9413627957872,30.59839,False,3,5,3,3,5,5,5,2020-07-28 21:38:56.612562+00:00,2022-08-24 14:59:47.515000+00:00
190354,qlp-s32-tois,SPOC,168871868,2442.01,EB,65.1006524538832,-31.081569403312,65.1006544228,-31.0816042587,11.402,0.008,2183.3053758,0.0010158,17.1217196,3.28e-05,6.507,0.311,131000.0,0.701384,"[4, 5, 31, 32]",P=2x8.6d; RV error ~4 km/s; TFOP FP EB,4.44944,0.077825,1,1.0,0.05,10.2267,0.516223,1053.0,5762.0,130.882,204.585,294.0,False,5,5,5,5,5,5,5,2021-01-06 21:28:53.807477+00:00,2021-02-03 18:32:51.718000+00:00
202930,qlp-s39-tois,FAINT,381789320,3304.01,PC,270.1322772,-52.6829118,270.132239484,-52.6830095485,12.015,0.006,2384.9584972,0.0013077,3.4930546,1.12e-05,2.985,0.261,7980.0,3.97136,"[13, 39]",found in faint-star QLP search,4.17,0.08,1,1.42,0.07,13.1021,0.745237,1400.0,5986.0,132.6,639.317,25.0,False,3,4,3,3,4,4,4,2021-06-04 14:05:39.951352+00:00,2024-08-22 15:41:09.420339+00:00
49233,spoc-s06-b02,SPOC,438490744,529.01,EB,100.256,16.5896,100.255964839,16.588795428,14.277,0.059,1468.4958,0.002003,1.665878,0.000283,4.956738,0.144742,85643.986097,2600.0479,[6],,5.10725,0.532457,1,0.172,0.038,6.98229,5.428897,463.5504123385253,3021.0,97.0,10.912113853928515,19.085302,False,3,4,3,3,4,4,4,2019-03-28 00:07:14+00:00,2019-03-28 00:07:14+00:00
299540,spoc-s75-b02,SPOC,17129975,6969.01,PC,308.160544744928,40.7785083933903,308.160533277,40.7784425145,12.367,0.0178,3340.479242429437,0.0017774581,1.514229218135596,0.00017509883,1.7190415754492483,0.09229366,5271.4558635397425,309.6118,[75],Gaia DR3 RV error ~1.9 km/s; one of candidates may be planetary but needs follow-up to determine which,4.2907,0.0922661,1,1.3919600248336792,0.0613819,11.604271092113349,0.681158,2031.4230443582296,6616.0,162.337,4024.597941865294,15.659901,False,3,4,3,3,4,4,4,2024-04-03 22:50:31.874997+00:00,2024-04-03 17:32:08.479000+00:00
239751,qlp-s41-faintsearch,FAINT,424112727,5270.01,PC,300.0668993,22.1621051,300.066897486,22.162093362,12.765,0.017,2446.0356292,0.0037583,1.0513177,0.0002454,2.562,0.235,5720.0,6.79412,[41],found in faint-star QLP search,3.98,0.08,1,2.22,0.09,16.1359,0.903504,2978.0,7529.0,181.4,13073.2,20.0,False,3,4,3,3,4,4,4,2022-02-28 23:23:55.276003+00:00,2024-08-22 15:41:09.420339+00:00
150032,spoc-s13-b02,SPOC,31858844,1070.01,EB,289.478676,-32.86113,289.478541052,-32.8613271129,11.392,0.0,1655.579240786135,0.00053248624,2.9776151733517255,9.7812306e-05,3.25697,0.030226,43218.111683,416.72778,"[13, 27]",triggered by nearby event on 31858843 (WASP-123b),4.29219,0.0,1,1.28,0.0,26.88423,0.196978,1386.5,5740.0,0.0,873.27,108.84278,False,5,5,5,5,5,5,5,2019-08-16 20:20:41+00:00,2021-03-18 19:29:50.230000+00:00
52297,qlp-s62-ffi,QLP,356453768,2002.01,EB,134.190839,-61.371456,134.190203117,-61.371460964,10.476,0.018,3011.1513319,0.0014549,2.3330349,3.6e-06,3.005,0.905,2795.0,4627.01,"[9, 10, 35, 36, 37, 62]",V-shaped; crowded field; TFOP FP; retired as NEB ,4.32,0.44,1,1.56,0.07,15.6213,4.39727,2951.0,5986.5,131.0,12107.6,45.0,False,5,5,5,5,5,5,5,2020-06-17 20:08:08.795557+00:00,2023-03-27 11:51:38.953000+00:00
188611,qlp-s30-ffi,QLP,29919341,2422.01,PC,24.8844247,-7.3946048,24.8845120093,-7.39472881818,9.484,0.007,2131.39396,0.00205,18.23603,7e-05,4.91,0.32,3090.0,855.056,"[3, 30]",two transits; one in Y1 one in Y3; 18.236d is one of at least 40 potential period aliases,,,1,0.88,,10.0179,,0.0,6159.7,,411.58,24.0,False,3,4,3,3,4,4,4,2020-11-25 22:47:02.276715+00:00,2020-11-29 13:35:12.225000+00:00
7630262,qlp-s92-faintsearch,FAINT,279356,7814.01,PC,278.536110343,-23.3407541238,278.536260526,-23.3407814198,9.2344,0.0063,3824.499411016324,0.0010203151877157,3.5575696386478244,0.0004696810980233,4.2539374139777575,0.4764548812298141,7336.446562120483,85.37476248930595,[92],found in faint-star QLP search,3.77672,0.0788301,1,2.14342,0.108995,18.66876714096,0.973264480789496,2232.167328290396,5648.0,133.259,4121.301903833105,28.843072439230564,False,3,4,3,3,4,4,4,2026-06-04 21:18:15.887491+00:00,2026-06-03 21:29:42.200000+00:00
163256,qlp-s77-ffi,QLP,322202434,1617.01,EB,325.3244335,68.80707659999999,325.325050432,68.8072020983,10.251,0.006,3420.9481543,0.0009256,1.4013505,1.3e-06,1.562,0.348,1532.0,96.9248,"[16, 17, 18, 24, 25, 57, 58, 77]",retired as TFOP FP/NEB; potential synchronization in s18; some depth-aperture correlation,4.48,0.08,1,0.94,0.05,3.7143,0.233363,1857.0,5521.0,182.2,1975.13,47.0,False,5,5,5,5,5,5,5,2019-12-19 20:58:22+00:00,2024-06-14 10:49:03.299000+00:00
66613,qlp-s38-tois-FP,QLP,350332997,832.01,EB,84.081517,-54.191177,84.0816274054,-54.1911989614,11.704,0.018,2357.0795258,0.0005017,1.9160221,1.4e-06,1.405,0.045,2430.0,0.59901,"[1, 3, 4, 5, 6, 7, 10, 11, 13, 27, 28, 30, 31, 32, 33, 34, 37, 38]",possible 600 ppm secondary; TFOP FP; retired as EB,4.37483,2.0039,1,2.09,0.11,10.8261,0.59309,1195.0,5623.0,187.0,339.505,58.0,False,5,5,5,5,5,5,5,2019-06-17 17:15:54+00:00,2024-09-08 21:27:24.041000+00:00
314701,qlp-s77-faintsearch,FAINT,417564823,7105.01,PC,317.5329526,61.0392592,317.532978243,61.0392869768,13.359,0.033,3421.9809293,0.006989,17.0548288,9.7e-05,4.555,0.669,5295.0,413.751,"[15, 16, 17, 24, 56, 57, 76, 77]",found in faint-star QLP search,4.17,,1,1.38,,9.80945,,758.0,5769.0,122.0,55.0578,10.0,False,3,4,3,3,4,4,4,2024-10-24 17:29:29.891791+00:00,2024-10-23 13:32:39.086000+00:00
